csvfile,Ensembl,Ensembl_no_version,Expression,logFC,AveExpr,t,P.Value,adj.P.Val,B
Age.csv,ENSG00000172236.18,ENSG00000172236,overexpressed,0.275868945994017,4.72885357837475,6.89512046382122,1.1795985690643398e-11,2.2126909958509e-07,15.9256405950381
Age.csv,ENSG00000197253.13,ENSG00000197253,overexpressed,0.262281869659304,4.830890003922,5.53042241733287,4.47446985798405e-08,0.0001193698323169,8.1876373535
Age.csv,ENSG00000172724.12,ENSG00000172724,overexpressed,0.294814525017895,4.8583035528802,5.33196638771801,1.30229714402664e-07,0.0001730738373029,7.19125550603372
Age.csv,ENSG00000211899.10,ENSG00000211899,overexpressed,0.34171446695034,8.29462091349991,5.1609677271163,3.18212824711929e-07,0.0002984518082973,6.35818897955753
Age.csv,ENSG00000112936.19,ENSG00000112936,overexpressed,0.26919651128878,6.58352173637689,5.08312255793583,4.73943789104607e-07,0.000370426566501,5.98673303262779
Age.csv,ENSG00000065618.21,ENSG00000065618,overexpressed,0.350869235796168,3.52295446215674,4.66353863289381,3.70590080982505e-06,0.001418679334504,4.09200419451844
Age.csv,ENSG00000257017.9,ENSG00000257017,underexpressed,-0.312208135442618,3.54667717672044,-4.44260137356242,1.02882620901246e-05,0.0027181298631909,3.15509386380453
Age.csv,ENSG00000211663.2,ENSG00000211663,overexpressed,0.304916794872398,8.09992172977362,4.29506661449432,1.98644387669932e-05,0.0046706230591138,2.54060824012372
Age.csv,ENSG00000211677.2,ENSG00000211677,overexpressed,0.254534807454832,9.23042920108778,4.29160869916327,2.016848639451e-05,0.0046706230591138,2.54006971093709
Age.csv,ENSG00000231475.3,ENSG00000231475,overexpressed,0.336031596974805,5.52009853163228,4.2265792074401,2.6784407555856e-05,0.0054611077927472,2.25291412165845
Age.csv,ENSG00000211673.2,ENSG00000211673,overexpressed,0.286183686253286,8.41849580315752,4.18971533490425,3.14054779763441e-05,0.0061463482904873,2.1254236031435
Age.csv,ENSG00000211955.2,ENSG00000211955,overexpressed,0.284645699734929,7.03340810880316,4.1574467791418,3.60647953453422e-05,0.0069742621761642,1.98072322887808
Age.csv,ENSG00000211662.2,ENSG00000211662,overexpressed,0.291382414587455,7.79431099372318,4.06201672755451,5.40023636127976e-05,0.0088730422401817,1.62112683723059
Age.csv,ENSG00000253755.1,ENSG00000253755,overexpressed,0.404249186807858,5.44382238071465,4.02445312271026,6.3163323536811e-05,0.0095549808298669,1.47587805094681
Age.csv,ENSG00000211659.2,ENSG00000211659,overexpressed,0.253951615229515,7.89135869129879,3.6412950157903,0.0002907408839085,0.0243469531265933,0.0937314444498183
Age.csv,ENSG00000274576.2,ENSG00000274576,overexpressed,0.282058899438509,5.6198476420681,3.64269142900647,0.0002891962839939,0.024326205807883,0.077850504044001
CurrentVsNever_Normal.csv,ENSG00000154165.5,ENSG00000154165,overexpressed,1.5406696309586,2.24063440119747,8.23508868343542,8.45458976559261e-16,1.58591194822986e-11,21.0792679960173
CurrentVsNever_Normal.csv,ENSG00000180772.7,ENSG00000180772,overexpressed,1.23062117891267,2.78381033640329,5.96902678907512,3.74794482372898e-09,1.40607898007017e-05,9.57386505125048
CurrentVsNever_Normal.csv,ENSG00000140465.14,ENSG00000140465,overexpressed,1.24677407978439,1.11650527181842,5.54863203378641,4.0498402715823e-08,0.0001085241483062,6.71280770528758
CurrentVsNever_Normal.csv,ENSG00000287770.1,ENSG00000287770,overexpressed,1.38495559428606,2.82529909477319,4.34295748793318,1.60782476133556e-05,0.0201063845820883,2.40920227602813
CurrentVsNever_Normal.csv,ENSG00000171557.17,ENSG00000171557,overexpressed,1.80264186142457,4.4861950275002,4.15044285128504,3.71595641512582e-05,0.0410023002558412,1.84245021388991
CurrentVsFormer_Normal.csv,ENSG00000147614.4,ENSG00000147614,overexpressed,1.01593911812324,2.1903167797777,6.14712885370072,1.3074907717538e-09,2.45259118965577e-05,4.88324211238708
CurrentVsFormer_Normal.csv,ENSG00000140465.14,ENSG00000140465,overexpressed,1.16026101063774,1.11650527181842,5.15387333843446,3.3004940799136e-07,0.0015477666987754,1.50401682617609
