csvfile,Ensembl,Ensembl_no_version,Expression,logFC,AveExpr,t,P.Value,adj.P.Val,B
Age.csv,ENSG00000264618.2,ENSG00000264618,underexpressed,-0.718047481785424,2.09554624473434,-24.0438560238514,1.5555106400915001e-111,1.4589134293418198e-107,243.631558525109
Age.csv,ENSG00000265078.2,ENSG00000265078,underexpressed,-0.771525737486726,2.23233088009683,-23.9439238165231,9.76090871038747e-111,6.103170852981609e-107,241.815035956528
Age.csv,ENSG00000199135.1,ENSG00000199135,underexpressed,-0.681015628013897,1.96525980045392,-23.6303062028442,3.02835815228328e-108,1.42014855551324e-104,236.076487032452
Age.csv,ENSG00000228253.1,ENSG00000228253,overexpressed,1.00721735732689,8.99234857690598,22.8118507824786,7.93508342205087e-102,2.4807715805138402e-98,221.440239453117
Age.csv,ENSG00000198763.3,ENSG00000198763,overexpressed,1.03837124225903,10.844725627297,21.6577351937966,5.3832857503920704e-93,1.00979674105854e-89,201.180537900213
Age.csv,ENSG00000198888.2,ENSG00000198888,overexpressed,0.912724415717418,11.0242814387229,21.6168139729036,1.0945870854959e-92,1.86656950452109e-89,200.467950753322
Age.csv,ENSG00000198886.2,ENSG00000198886,overexpressed,0.898788907011469,12.0846519449204,21.5182486081598,6.028069595215469e-92,8.69804072823475e-89,198.746900624796
Age.csv,ENSG00000212907.2,ENSG00000212907,overexpressed,0.671011585878714,10.8007442699612,21.0106163188153,3.6616145724999104e-88,4.2927853844345803e-85,190.102038897598
Age.csv,ENSG00000224745.1,ENSG00000224745,underexpressed,-0.61912947900699,2.44549288306312,-20.9352605770814,1.32012106416165e-87,1.45663711303201e-84,188.834449367765
Age.csv,ENSG00000248527.1,ENSG00000248527,overexpressed,0.82090005548921,8.62329830399354,20.9068480875147,2.13936909871396e-87,2.22946030853758e-84,188.368681848272
Age.csv,ENSG00000198695.2,ENSG00000198695,overexpressed,1.07439816256331,9.616666489015,20.740636943345,3.57538726355004e-86,3.3533557144835795e-83,185.564168546837
Age.csv,ENSG00000230084.6,ENSG00000230084,underexpressed,-0.616387383186762,2.4721457180857,-20.7057994765455,6.44022249941194e-86,5.7526520782842496e-83,184.968805323811
