csvfile,Ensembl,Ensembl_no_version,Expression,logFC,AveExpr,t,P.Value,adj.P.Val,B
Age.csv,ENSG00000253755.1,ENSG00000253755,overexpressed,0.516968632474028,7.35006498254174,8.69318925120064,7.5591502167873e-18,1.41794539766496e-13,29.8043172590912
Age.csv,ENSG00000172724.12,ENSG00000172724,overexpressed,0.328006199453164,5.22946592234496,8.45713737613375,5.4387706025644404e-17,3.40068196543012e-13,27.8753859362026
Age.csv,ENSG00000166482.12,ENSG00000166482,overexpressed,0.265994664502884,6.56539654407892,8.34828883014586,1.32903909968808e-16,4.98602308638978e-13,27.0081364003325
Age.csv,ENSG00000182492.16,ENSG00000182492,overexpressed,0.252309781123013,8.26554818130221,7.2521673221452,5.97800603948386e-13,2.73501066557654e-10,18.849241107556
Age.csv,ENSG00000277075.2,ENSG00000277075,underexpressed,-0.402592639833256,4.63307028796746,-7.12999743463322,1.42807537137695e-12,5.05430902194129e-10,17.9789320292348
Age.csv,ENSG00000068078.20,ENSG00000068078,overexpressed,0.282808737902073,4.64132808246978,7.00383753401941,3.4605770176659797e-12,9.72789319242302e-10,17.1200080477256
Age.csv,ENSG00000065618.21,ENSG00000065618,overexpressed,0.373572298290163,4.06602464127821,6.86174350798599,9.21715594891633e-12,1.83931288606141e-09,16.1982596737743
Age.csv,ENSG00000137699.17,ENSG00000137699,overexpressed,0.424676061431809,3.68587541006157,6.84951321254796,1.00194562262144e-11,1.91071803047999e-09,16.1312772096711
Age.csv,ENSG00000263934.5,ENSG00000263934,underexpressed,-0.43360221679338,4.66972163848731,-6.65830183203153,3.6296253401845196e-11,4.794683952900081e-09,14.849637728525
Age.csv,ENSG00000265735.2,ENSG00000265735,underexpressed,-0.445244499941168,4.07046413733766,-6.5514032064083,7.346560477770579e-11,8.07367858848054e-09,14.1857568530368
Age.csv,ENSG00000278771.1,ENSG00000278771,underexpressed,-0.600331715275803,5.85008098836577,-6.5469157600321,7.565537892138509e-11,8.20314218385747e-09,14.1413691100514
Age.csv,ENSG00000212443.1,ENSG00000212443,underexpressed,-0.510689983115882,4.35180753079146,-6.48144343063258,1.1588828652563401e-10,1.1533994011776e-08,13.7486225112004
Age.csv,ENSG00000277157.2,ENSG00000277157,underexpressed,-0.440955585891025,3.63419318909434,-6.45875108482768,1.34224538147187e-10,1.25889194328247e-08,13.6177654809759
Age.csv,ENSG00000184260.6,ENSG00000184260,underexpressed,-0.442925052351539,4.89841273965841,-6.45081702544979,1.41282316110688e-10,1.31196717109124e-08,13.5352210172667
Age.csv,ENSG00000175793.12,ENSG00000175793,overexpressed,0.267438540597161,8.12372399940222,6.36234992294041,2.49203522507341e-10,1.90798354089498e-08,13.0178638697618
Age.csv,ENSG00000167600.14,ENSG00000167600,overexpressed,0.287334582360742,4.56244213369021,6.3566761147472,2.58377747506066e-10,1.94092056184017e-08,12.9552876164262
Age.csv,ENSG00000212402.1,ENSG00000212402,underexpressed,-0.483777811203982,3.82257494592432,-6.34380327313218,2.80433711709042e-10,2.03890525745667e-08,12.9135680598486
Age.csv,ENSG00000202058.1,ENSG00000202058,underexpressed,-0.494031185447831,4.5838015867663,-6.32671132884127,3.12581553483795e-10,2.19114137199072e-08,12.7847839340224
Age.csv,ENSG00000128422.17,ENSG00000128422,overexpressed,0.463795298120094,6.33560938626339,6.30687357789667,3.54423656614484e-10,2.37172311694918e-08,12.6641478987503
Age.csv,ENSG00000200156.1,ENSG00000200156,underexpressed,-0.531124313197131,3.83505640056565,-6.24180542270918,5.338008953668741e-10,3.12251859105998e-08,12.299981448135
Age.csv,ENSG00000186081.12,ENSG00000186081,overexpressed,0.634045655099015,5.15660153873498,6.20408238328292,6.75646074375649e-10,3.7607623332755e-08,12.051108909763
Age.csv,ENSG00000184357.5,ENSG00000184357,underexpressed,-0.433410439397616,3.45347721595857,-6.17846395116597,7.92313579734757e-10,4.21551189835928e-08,11.9110424638694
Age.csv,ENSG00000199568.1,ENSG00000199568,underexpressed,-0.499962327134943,3.91580044500251,-6.09789322036791,1.3024422962620602e-09,5.77485625213011e-08,11.4337218112401
Age.csv,ENSG00000124575.7,ENSG00000124575,underexpressed,-0.437720535638867,3.92762294286378,-6.08697404191288,1.3925585767767301e-09,6.04666985721712e-08,11.3533828957763
Age.csv,ENSG00000276168.1,ENSG00000276168,underexpressed,-0.573882161150937,12.7328444011345,-6.02565051812255,2.02351376416481e-09,7.72876333689757e-08,11.0811873168992
Age.csv,ENSG00000276966.2,ENSG00000276966,underexpressed,-0.377703961127734,3.7145729686289,-5.98719245751364,2.55340360858689e-09,9.07135319883955e-08,10.7806886322985
Age.csv,ENSG00000211653.2,ENSG00000211653,overexpressed,0.26541938023084,8.43914290556101,5.98608624478514,2.5704921889659303e-09,9.0976023548345e-08,10.7782082985305
Age.csv,ENSG00000211895.5,ENSG00000211895,overexpressed,0.265192646995252,11.0569600832216,5.90700558353053,4.12892188965942e-09,1.23678803302864e-07,10.377886401357
Age.csv,ENSG00000200795.1,ENSG00000200795,underexpressed,-0.591788993223211,4.96913388945949,-5.91812510301586,3.8640906446265105e-09,1.182424344403e-07,10.3607911585255
Age.csv,ENSG00000201998.1,ENSG00000201998,underexpressed,-0.475296890450124,4.10686760336292,-5.9067969810983,4.1340553188450705e-09,1.23678803302864e-07,10.3100138239696
Age.csv,ENSG00000145824.13,ENSG00000145824,overexpressed,0.308693555472799,5.32170241466853,5.86487937602943,5.30220469225168e-09,1.48004100620918e-07,10.0493174361121
